id,name,authors,original_price,price,categories,all_time_quantity_sold,rating_average,review_count,pages,manuafacture
74021317,Cây Cam Ngọt Của Tôi,José Mauro de Vasconcelos,108000,75500,Sách tiếng Việt,72808,5,13292,244.00,Nhà Xuất Bản Hội Nhà Văn
188940817,Vị Thần Của Những Quyết Định,Universe,79000,63000,Sách chiêm tinh - horoscope - khác,2,0,0,320.00,Nhà Xuất Bản Thế Giới
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,Lê Bảo Ngọc,128000,115000,Sách tư duy - Kỹ năng sống,,0,0,296.00,Nhà Xuất Bản Thế Giới
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,89000,50730,Sách tiếng Việt,74507,4.8,7206,264.00,Nhà Xuất Bản Thế Giới
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,116000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,25929,4.8,5429,424.00,Nhà Xuất Bản Thế Giới
174301838,BỘ BOOKMARK 1% TINH HOA,,49000,49000,Bookmark giấy,3139,4.8,18,,
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,55200,Tác Phẩm Kinh Điển Nước Ngoài,34067,5,5883,228.00,Nhà Xuất Bản Hà Nội
69764541,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Khương Nguy,98000,70500,Sách tiếng Việt,16359,5,2782,276.00,Nhà Xuất Bản Hà Nội
174444163,"Dear, Darling",Hiên,88000,76560,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,120,5,13,200.00,Nhà Xuất Bản Phụ Nữ Việt Nam
73207240,Xa Ngoài Kia Nơi Loài Tôm Hát - Where The Crawdads Sing,Delia Owens,165000,132000,Tiểu Thuyết Phương Tây,4261,5,648,508.00,NXB Trẻ
121635154,Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),Thought Catalog,72000,51700,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,5494,4.8,625,160.00,Nhà Xuất Bản Hà Nội
147920903,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,Ocean Vuong,135000,101000,Sách tiếng Việt,14371,4.8,2002,304.00,Nhà Xuất Bản Hội Nhà Văn
3954355,Yêu Những Điều Không Hoàn Hảo,Hae Min,139000,97200,Nhà Sách Tiki,40055,5,3932,300.00,Nhà Xuất Bản Thế Giới
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,166000,Sách tiếng Việt,22473,4.8,4082,430.00,Nhà Xuất Bản Hội Nhà Văn
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,180000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,13070,5,2368,322.00,Nhà Xuất Bản Hội Nhà Văn
42230121,Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,Minh Niệm,158000,130000,Sách tiếng Việt,35602,4.8,3662,480.00,Nhà Xuất Bản Tổng hợp TP.HCM
46240929,Rèn Luyện Tư Duy Phản Biện,Albert Rutherford,99000,61380,Sách tiếng Việt,30608,4.8,4782,204.00,Nhà Xuất Bản Phụ Nữ
117238177,Thư Viện Nửa Đêm,Matt Haig,150000,130500,Sách tiếng Việt,71,4.7,12,424.00,Nhà Xuất Bản Hội Nhà Văn
143217512,Điềm Tĩnh Và Nóng Giận,Tạ Quốc Kế,96000,67100,Sách tiếng Việt,10913,4.8,1127,224.00,Nhà Xuất Bản Thế Giới
72882553,Kỷ Luật Tự Giác (Tặng Kèm Bookmark ),Tiểu Dã,84000,58900,Sách tiếng Việt,11675,4.8,2104,216.00,Nhà Xuất Bản Thế Giới
195801653,Chú Thuật Hồi Chiến - Tập 6,Gege Akutami,30000,25800,"Truyện Tranh, Manga, Comic",3168,5,794,192.00,Nhà Xuất Bản Kim Đồng
157432544,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),Mai Lan Hương,220000,143000,Ngữ pháp Tiếng Anh,10397,5,1464,560.00,Nhà Xuất Bản Đà Nẵng
121635152,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Yoo Eun Jung,119000,73780,Sách tiếng Việt,11994,5,1753,304.00,Nhà Xuất Bản Dân Trí
190861557,Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,Kulzsc,132000,79100,Sách Tô Màu Dành Cho Người Lớn,5365,5,895,168.00,Nhà Xuất Bản Phụ Nữ
196515658,Blue Period - Tập 04,Yasuhisa Hara,48000,36000,"Truyện Tranh, Manga, Comic",916,5,167,192.00,NXB Trẻ
193151000,"Trend Following – Cách thức để kiếm được VẬN MAY LỚN và GIÀU CÓ trong các thị trường BÒ, GẤU và các sự kiện THIÊN NGA ĐEN",,599000,599000,Sách tiếng Việt,963,4.7,130,836.00,Nhà Xuất Bản Thế Giới
72459686,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,300000,210000,Sách tiếng Việt,16046,4.8,3394,247.00,Nhà Xuất Bản Thế Giới
195969664,Tokyo Revengers - Tập 4,Ken Wakui,115000,57600,"Truyện Tranh, Manga, Comic",938,5,202,394.00,Nhà Xuất Bản Hà Nội
8885999,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,98000,75400,Sách tiếng Việt,21953,5,2083,359.00,Nhà Xuất Bản Văn Học
68585576,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,109000,78400,Sách tiếng Việt,21407,4.8,3557,288.00,Nhà Xuất Bản Thế Giới
106863963,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,145000,94200,Sách tiếng Việt,22303,4.8,6126,280.00,Nhà Xuất Bản Thanh Niên
145288029,Xứ Cát,Frank Herbert,249000,144420,Sách tiếng Việt,7547,4.7,1288,714.00,Nhà Xuất Bản Hội Nhà Văn
111285062,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),Dale Carnegie,86000,53400,Nhà Sách Tiki,10822,4.8,1064,320.00,Nhà Xuất Bản Tổng hợp TP.HCM
85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),Bạch Tô,99000,77300,Sách tiếng Việt,884,5,179,320.00,Nhà Xuất Bản Văn Học
194960721,Blue Period - Tập 03,Yamaguchi Tsubasa,48000,36000,Root,1417,5,256,192.00,NXB Trẻ
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),Higashino Keigo,105000,81800,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,32610,5,4667,358.00,Nhà Xuất Bản Hội Nhà Văn
10095276,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,Ken Mogi,90000,71000,Sách tiếng Việt,8839,4.8,708,199.00,Nhà Xuất Bản Thế Giới
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,90000,65600,Sách tư duy - Kỹ năng sống,10144,4.8,1489,291.00,Nhà Xuất Bản Hội Nhà Văn
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),Song Hong Bing,165000,106000,Sách tài chính - khác,6615,5,757,532.00,Nhà Xuất Bản Lao Động
161008715,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),David R.Hawkins,179000,116350,Kiến Thức Bách Khoa,6085,5,537,398.00,Nhà Xuất Bản Thế Giới
54614797,"Có Một Ngày, Bố Mẹ Sẽ Già Đi",Nhiều tác giả,96000,72000,Nhà Sách Tiki,805,5,199,296.00,Nhà Xuất Bản Thế Giới
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,85000,63700,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,47882,4.8,3967,256.00,Nhà Xuất Bản Hội Nhà Văn
4780917,Người Đua Diều (Tái Bản 2018),Khaled Hosseini,129000,102000,Tiểu Thuyết Phương Đông,21136,4.8,2594,460.00,Nhà Xuất Bản Hội Nhà Văn
17336364,Phía Sau Nghi Can X (Tái Bản 2019),Higashino Keigo,129000,81800,Sách tiếng Việt,18895,4.8,3490,396.00,Nhà Xuất Bản Hội Nhà Văn
71345381,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,David A. Phillips,248000,174000,Sách tiếng Việt,31736,4.8,5252,342.00,Nhà Xuất Bản Tổng hợp TP.HCM
197344455,Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9,Motoro MASE,45000,31600,"Truyện Tranh, Manga, Comic",612,5,84,220.00,NXB Trẻ
92859698,Tâm Lý Học Biểu Cảm,Mã Hạo Thiên,98000,70500,Sách tư duy - Kỹ năng sống,7881,5,1492,252.00,Nhà Xuất Bản Văn Học
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,John Gray,188000,123000,Sách tiếng Việt,52146,4.8,4144,488.00,Nhà Xuất Bản Phụ Nữ Việt Nam
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,86200,Truyện dài,17831,4.8,2703,347.00,Nhà Xuất Bản Hội Nhà Văn
184466860,Hành Tinh Của Một Kẻ Nghĩ Nhiều,Nguyễn Đoàn Minh Thư,86000,68400,Sách tư duy - Kỹ năng sống,3,0,0,184.00,Nhà Xuất Bản Thế Giới
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,109000,83800,Tiểu Thuyết Phương Tây,21437,4.8,3383,428.00,Nhà Xuất Bản Hội Nhà Văn
161008717,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),Brian L Weiss,99000,69200,Phật giáo,6464,5,720,292.00,Nhà Xuất Bản Lao Động
114937969,Rừng Nauy (Tái Bản),Haruki Murakami,150000,117000,Tiểu Thuyết Phương Đông,6362,5,1076,556.00,Nhà Xuất Bản Hội Nhà Văn
78598381,Tâm Lý Học Tính Cách (Tặng Kèm: 1 Bookmark),Trâu Hoành Minh,109000,76200,Sách tư duy - Kỹ năng sống,6987,5,1372,312.00,Nhà Xuất Bản Phụ Nữ Việt Nam
161310103,Từ Vựng IELTS 8.0 - Từ Vựng Đắt Để Đạt Điểm Cao 4 Kỹ Năng,Lê Thu Hà,135000,95800,Luyện thi IELTS,3867,5,506,204.00,Nhà Xuất Bản Hà Nội
15267827,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,53900,Sách tiếng Việt,25555,5,3434,102.00,Nhà Xuất Bản Hội Nhà Văn
196932307,Here U Are – Tập 3,DJun,119000,90000,"Truyện Tranh, Manga, Comic",1181,4.8,291,192.00,Nhà Xuất Bản Hà Nội
104612965,FLASHCARD SachID Moon,,10000,10000,Flashcard trắng trơn,6815,4.8,84,,
49747007,Hai Mặt Của Gia Đình,Choi Kwanghuyn,98000,68500,Sách tiếng Việt,12790,4.8,1879,290.00,Nhà Xuất Bản Thanh Niên
54266567,Sách Nghĩ Giàu Và Làm Giàu (Bìa Mềm),Napoleon Hill,110000,72000,Sách tiếng Việt,13395,5,1782,400.00,Nhà Xuất Bản Tổng hợp TP.HCM
76388962,"Chúng Ta Rồi Sẽ Hạnh Phúc, Theo Những Cách Khác Nhau [Tặng Kèm: 01 Bookmark]",Thảo Thảo,86000,61000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,9921,4.8,1840,208.00,Nhà Xuất Bản Văn Học
187338036,Chiến Tranh Tiền Tệ - Tập 4, Song Hong Bing,185000,116700,Sách tài chính - khác,1985,5,245,608.00,Nhà Xuất Bản Lao Động
53720978,"Trong Cái Không Có Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)",Thích Nhất Hạnh,160000,125000,Nghệ thuật sống,4363,5,466,72.00,Nhà Xuất Bản Kim Đồng
168373800,Sách - Thao túng tâm lý - 1980BOOKS,Shannon Thomas,169000,118300,Sách tư duy - Kỹ năng sống,237,4.5,26,328.00,NXB Dân Trí
57325187,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),GEORGE SAMUEL CLASON,98000,64200,Sách tiếng Việt,16933,5,2470,216.00,Nhà Xuất Bản Tổng hợp TP.HCM
171556602,2030: Những Xu Hướng Lớn Sẽ Định Hình Thế Giới Tương Lai (Tái Bản Lần 1),Mauro F. Guillén,209000,178000,Sách tâm lý học - khác,4,5,1,432.00,Nhà Xuất Bản Thế Giới
77774625,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ",Nhà tâm thần học DaiGo,99000,69200,Sách tiếng Việt,10397,4.8,1754,208.00,Nhà Xuất Bản Thế Giới
75307228,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,Osho,168000,111000,Nghệ thuật sống,892479,5,2079,350.00,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM
197344441,Như Cơn Gió Thoảng - Nghĩ Về Những Qui Luật Cuộc Sống,Nguyễn Văn Tuấn,115000,80400,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,212,5,28,,NXB Trẻ
3014291,Máy Tính Khoa Học Casio FX-580VN X,,784000,678000,Máy Tính Khoa Học,37359,4.8,5551,,
19792256,Chuyện Con Mèo Dạy Hải Âu Bay (Tái Bản 2019),Luis Sepulveda,49000,29400,Văn học thiếu nhi,29854,5,2744,144.00,Nhà Xuất Bản Thế Giới
106318762,Sách ID Tiếng Anh cho người mới bắt đầu - người mới mất gốc Cô Trang Anh,Trang Anh,250000,159000,Nhà Sách Tiki,4209,4.6,778,466.00,ĐHQG Hà Nội
109505434,Bạn Không Thông Minh Lắm Đâu (Tái Bản)(Tặng kèm Bookmark),David McRaney,139000,97200,Sách tiếng Việt,4150,4.8,646,410.00,Nhà Xuất Bản Thế Giới
90622579,Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,Trần Lộ,150000,117000,Sách tư duy - Kỹ năng sống,308,5,70,448.00,Nhà Xuất Bản Thanh Niên
104769768,Máy Tính CASIO FX580VN X,,784000,678000,Máy Tính Khoa Học,4293,5,786,,
106185389,Tổng ôn ngữ pháp Tiếng Anh cô Trang Anh- Sách luyện thi THPT Quốc gia môn tiếng anh,Trang Anh,250000,189000,Sách Luyện Thi Đại Học - Cao Đẳng,7975,4.8,2526,606.00,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
20917699,Làm Sao Học Ít Hiểu Nhiều,Zion Kabasawa,128000,80900,Sách tiếng Việt,3521,4.8,538,272.00,Nhà Xuất Bản Dân Trí
193614514,[Gift] Tặng 01 bookmark cho mỗi đơn hàng,,30000,21000,Bookmark,1695,0,0,,
112110014,TÂM LÝ HỌC ỨNG DỤNG,Patrick King,129000,81270,Sách tư duy - Kỹ năng sống,5083,4.8,673,236.00,Nhà Xuất Bản Lao Động
7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),Robert T. Kiyosaki,80000,59900,Sách tiếng Việt,37459,4.8,3542,193.00,NXB Trẻ
69978860,Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,Bác sĩ George K. Simon,110000,76900,Sách tiếng Việt,4523,4.8,861,172.00,Nhà Xuất Bản Kinh Tế TPHCM
197558907,Bá Tước Tiểu Thư - Tập 4,Chieko Hosokawa,30000,27100,"Truyện Tranh, Manga, Comic",320,5,41,192.00,Nhà Xuất Bản Kim Đồng
173748415,Tâm Lý Học Mối Quan Hệ,Choi Kwanghyun,98000,53900,Sách tư duy - Kỹ năng sống,3997,5,357,280.00,Nhà Xuất Bản Thanh Niên
80628929,Từ IQ Đến EQ - Nắm Bắt Thành Công Qua Trí Tuệ Cảm Xúc,Trương Manh,91000,63900,Sách tiếng Việt,6369,4.8,1134,240.00,Nhà Xuất Bản Thanh Niên
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,268000,166500,Sách tiếng Việt,9603,5,738,512.00,Nhà Xuất Bản Dân Trí
138107485,Mặt Dày Tâm Đen (Tái Bản),Chin-Ning Chu,169000,110000,Sách tiếng Việt,2942,5,333,172.00,Nhà Xuất Bản Hồng Đức
103640412,Đừng Lựa Chọn An Nhàn Khi Còn Trẻ (Tái Bản),Cảnh Thiên,99000,68200,Sách tiếng Việt,9923,4.8,1716,316.00,Nhà Xuất Bản Thế Giới
91947689,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,Stephen R. Covey,250000,187000,Sách kỹ năng làm việc,7901,5,946,536.00,Nhà Xuất Bản Tổng hợp TP.HCM
195969669,Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 3,Kinugasa Syougo,120000,95900,Light novel,705,5,170,380.00,Nhà Xuất Bản Hà Nội
168293266,Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022),Song Hong Bing,170000,111000,Sách tài chính - khác,3018,5,376,632.00,Nhà Xuất Bản Lao Động
196016785,Ikigami - Tập 08,Motoro MASE,45000,33750,"Truyện Tranh, Manga, Comic",555,5,75,200.00,NXB Trẻ
103379147,Bạch Dạ Hành (Tái Bản),Higashino Keigo,209000,157000,Truyện trinh thám,5183,4.8,1126,628.00,Nhà Xuất Bản Hội Nhà Văn
174215347,Ajin - Boxset Số 3 (Tập 13 - 17) - Tặng Kèm Bookmark 3D,Sakurai Gamon,270000,99000,"Truyện Tranh, Manga, Comic",1368,4.8,217,300.00,NXB Trẻ
72308265,Hoa Vẫn Nở Mỗi Ngày,Valérie Perrin,234000,176000,Nhà Sách Tiki,5274,4.8,929,532.00,Nhà Xuất Bản Hà Nội
5067169,Luật Hấp Dẫn (Tái Bản),Esther Hicks,89000,66800,Sách tư duy - Kỹ năng sống,8373,4.8,747,291.00,Nhà Xuất Bản Thế Giới
56454897,Hiệu Sách Nhỏ Ở Paris,Nina George,149000,112000,Tiểu Thuyết Phương Tây,6802,4.8,1196,452.00,Nhà Xuất Bản Hà Nội
196923457,Blue Flag - Tập 2,Kaito,45000,45000,"Truyện Tranh, Manga, Comic",,0,0,,Nhà Xuất Bản Kim Đồng
70224520,Băng keo dán nano 2 mặt siêu dính trong suốt dày 1mm dài 2m rộng 3cm và 5cm,,30000,30000,Dụng Cụ Văn Phòng,3439,4.6,503,,
274802501,Thần Số Học Ứng Dụng,Joy Woodward,83800,79980,Sách tiếng Việt,11117,4.8,1708,280.00,Nhà Xuất Bản Thanh Niên
23416722,How The Body Works - Hiểu Hết Về Cơ Thể,Phạm Hằng Nguyên,300000,225000,Nhà Sách Tiki,6309,4.8,1013,220.00,Nhà Xuất Bản Thế Giới
3608625,Payback Time - Ngày Đòi Nợ,Phil Town,299000,299000,Sách tiếng Việt,32328,4.8,4422,280.00,Nhà Xuất Bản Thế Giới
197344439,Kingdom - Tập 34,Yasuhisa Hara,45000,40600,"Truyện Tranh, Manga, Comic",453,5,56,210.00,NXB Trẻ
74341297,Không Sợ Chậm Chỉ Sợ Dừng ,Vãn Tình,129000,92800,Sách tư duy - Kỹ năng sống,15832,5,2957,364.00,Nhà Xuất Bản Thế Giới
82912488,Từ Tốt Đến Vĩ Đại (Tái bản 2021),,130000,90900,Sách tiếng Việt,10599,5,1247,484.00,NXB Trẻ
7718737,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,118000,70800,Sách tiếng Việt,11374,4.8,1012,422.00,Nhà Xuất Bản Thế Giới
184070223,OSHO - Cảm Xúc,Osho,188000,141000,Nhà Sách Tiki,3065,5,301,408.00,Nhà Xuất Bản Dân Trí
27582931,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,300000,246000,Sách tiếng Việt,429,5,70,257.00,
139303869,Nghệ Thuật Tinh Tế Của Việc Đếch Quan Tâm (Tái Bản),Mark Manson,128000,89500,Sách tư duy - Kỹ năng sống,4749,5,514,284.00,Nhà Xuất Bản Văn Học
140416370,Dòng Chảy,Mihaly Csikszentmihalyi,228000,160000,Nhà Sách Tiki,7080,5,672,556.00,Nhà Xuất Bản Dân Trí
72001057,Chiến Tranh Tiền Tệ - Phần III,Song Hong Binh,175000,112000,Sách tài chính - khác,4270,5,730,612.00,Nhà Xuất Bản Lao Động
76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,319000,255000,Sách tiếng Việt,11846,5,1885,280.00,Nhà Xuất Bản Thế Giới
157255752,Sức Mạnh Của Hiện Tại (Tái Bản),Eckhart Tolle,168000,121000,Sách tư duy - Kỹ năng sống,2471,5,241,400.00,Nhà Xuất Bản Tổng hợp TP.HCM
8835159,Đời Ngắn Đừng Ngủ Dài (Tái Bản),Robin Sharma,85000,54700,Sách tiếng Việt,45428,4.8,3154,228.00,NXB Trẻ
127844385,Kiêu Hãnh Và Định Kiến (Tái Bản),Jane Austen,116000,86900,Tiểu Thuyết Phương Tây,3193,4.8,539,362.00,Nhà Xuất Bản Hội Nhà Văn
181699664,Những Ngã Tư Và Những Cột Đèn,Trần Dần,200000,100000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,958,4.8,131,650.00,Nhà Xuất Bản Hội Nhà Văn
148760924,How Management Works - Hiểu Hết Về Quản Lý,DK,330000,247000,"Sách quản trị, lãnh đạo",2231,4.8,283,244.00,Nhà Xuất Bản Thế Giới
194205608,Cherry Magic - Tập 2,Yuu Toyota,109000,65500,Root,1011,5,287,130.00,Nhà Xuất Bản Hà Nội
59262880,Sách Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản 2020),Og Mandino,148000,96900,Sách Marketing - Bán hàng ,6828,4.8,939,296.00,Nhà Xuất Bản Tổng hợp TP.HCM
192115858,Chú Thuật Hồi Chiến -  Tập 5,Gege Akutami,30000,26300,"Truyện Tranh, Manga, Comic",3086,5,924,192.00,Nhà Xuất Bản Kim Đồng
196851308,Dragon Ball Full Color - Phần Năm: Truy Lùng Cell Bọ Hung - Tập 4,Akira Toriyama,77000,73100,"Truyện Tranh, Manga, Comic",548,5,63,232.00,Nhà Xuất Bản Kim Đồng
167972598,Tôi Thích Bản Thân Nỗ Lực Hơn (Ấn Bản Kỷ Niệm),Chu Xung,120000,84900,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,2315,4.8,325,380.00,Nhà Xuất Bản Văn Học
107802183,Sách Sức Mạnh Tiềm Thức (Tái Bản) (Bìa Mềm),Joseph Murphyc,128000,83800,Sách tiếng Việt,8507,5,909,336.00,Nhà Xuất Bản Tổng hợp TP.HCM
21367457,Tôn Tử Binh Pháp ( Tái Bản ),Tôn Tử,88000,59900,Sách tiếng Việt,5206,4.8,839,272.00,Nhà Xuất Bản Hồng Đức
173882437,8 Vụ Án Hoàn Hảo - Vạch Trần Tâm Lý Kẻ Phạm Tội,Peter Swanson,145000,101000,Sách tư duy - Kỹ năng sống,2907,4.8,521,296.00,Nhà Xuất Bản Thanh Niên
94173458,Khuyến Học (Tái Bản),Fukuzawa Yukichi,65000,48700,Sách tiếng Việt,5688,5,713,248.00,Nhà Xuất Bản Thế Giới
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,Haruki Murakami,76000,56900,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,4866,5,533,235.00,Nhà Xuất Bản Hội Nhà Văn
192124399,Blue Period Tập 2,Yamaguchi Tsubasa,48000,43200,"Truyện Tranh, Manga, Comic",2084,5,468,226.00,NXB Trẻ
179546672,Làm Sao Học Hết Được Nhân Sinh,Pomnyun,169000,127000,Sách tư duy - Kỹ năng sống,1878,5,168,292.00,Nhà Xuất Bản Dân Trí
185067342,Tô Bình Yên Vẽ Hạnh Phúc (Tái Bản),Kulzsc,88000,53000,Sách Tô Màu Dành Cho Người Lớn,4004,5,391,96.00,Nhà Xuất Bản Phụ Nữ
11338092,Hiểu Về Trump,Newt Gingrich,249000,199200,Root,4,5,1,184.00,
173763072,Tâm Lý Học Hẹn Hò - Nghệ Thuật Giao Tiếp Trong Tình Yêu,Nhiều tác giả,109000,60000,Sách tư duy - Kỹ năng sống,2261,4.8,222,280.00,Nhà Xuất Bản Dân Trí
108684605,Trí Thông Minh Của Sự Tinh Tế,Tô Mạn,89000,64000,Sách tiếng Việt,4613,4.8,500,230.00,Nhà Xuất Bản Phụ Nữ Việt Nam
85396163,Combo 2 Cuốn: Yêu Những Điều Không Hoàn Hảo + Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,224000,165000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,5422,5,923,295.00,Nhiều Nhà Xuất Bản
163703151,Chuyện Kể Rằng Có Nàng Và Tôi,Nhiều tác giả,72000,65000,Thơ,,0,0,152.00,Nhà Xuất Bản Phụ Nữ Việt Nam
196409700,Công Chúa Ma Cà Rồng Quyền Năng Chỉ Muốn Có Một Người Em Gái Mà Thôi,Hiironoame,175000,119000,Light novel,430,5,145,480.00,Nhà Xuất Bản Phụ Nữ
55605170,Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống,Anthony William,185000,129000,Sách Y Học Khác,7415,4.8,1056,464.00,Nhà Xuất Bản Thanh Niên
76776245,Nghệ Thuật Tư Duy Phản Biện,Albert Rutherford,129000,79980,Sách tiếng Việt,5440,4.8,708,280.00,Nhà Xuất Bản Lao Động
52329763,Kafka bên bờ biển (Tái Bản 2020),Haruki Murakami,158000,131200,Tiểu Thuyết Phương Đông,230,4.8,37,530.00,Nhà Xuất Bản Hội Nhà Văn
105483727,Ổn Định Hay Tự Do,Trương Học Vĩ,129000,92800,Sách tiếng Việt,5897,4.8,1042,284.00,Nhà Xuất Bản Văn Học
194205620,Người Hướng Nội Trong Thế Giới Hướng Ngoại,Insook Nam,105000,78700,Sách tư duy - Kỹ năng sống,654,4.8,56,200.00,Nhà Xuất Bản Dân Trí
124767703,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),Richard Nicholls,105000,55000,Sách tiếng Việt,8268,5,748,336.00,Nhà Xuất Bản Thế Giới
105663942,Hành Trình Về Phương Đông (Tái Bản 2021),Baird T Spalding,118000,65100,Phật giáo,4967,5,469,256.00,Nhà Xuất Bản Thế Giới
197353399,Học Viện Siêu Anh Hùng Vigilantes - My Hero Academia Illegals - Tập 1: Đã Có Ta Ở Đây,Nhiều tác giả,30000,24000,"Truyện Tranh, Manga, Comic",661,5,39,208.00,Nhà Xuất Bản Kim Đồng
179735872,Sách Tâm Lý Dành Cho Người Nhạy Cảm,Hiroko Mizushima,89000,63100,Sách tư duy - Kỹ năng sống,2513,4.8,249,176.00,Nhà Xuất Bản Thế Giới
195187480,"Thiên Quan Tứ Phúc - Tập 6 (Tiểu thuyết, đam mỹ)",Mặc Hương Đồng Khứu,159000,119000,Truyện Chữ Đam Mỹ,1094,5,237,368.00,Nhà Xuất Bản Hà Nội
